,,Location 2021,,-->,Location 2022,AIFDB,
cutiestestrun15april2021,cutiestestrun15april2021,20839,20839,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20847,25902,,,20847,
cutiestestrun15april2021,cutiestestrun15april2021,20842,20842,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20845,20845,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20844,20844,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20849,20849,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20853,23133,,,20853,
cutiestestrun15april2021,cutiestestrun15april2021,20848,20848,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20850,20850,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20852,20852,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20856,20856,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20857,20857,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20854,23135,,,20854,
cutiestestrun15april2021,cutiestestrun15april2021,20863,20863,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20859,20859,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20861,20861,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20860,20860,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20864,20864,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20875,20875,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20862,20862,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20891,23137,,,20891,
cutiestestrun15april2021,cutiestestrun15april2021,20866,20866,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20871,20871,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20873,20873,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20883,23472,,,20883,
cutiestestrun15april2021,cutiestestrun15april2021,20874,20874,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20865,20865,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20868,20868,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20869,20869,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20872,20872,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20882,20882,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20885,20885,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20880,20880,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20878,20878,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20887,20887,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20879,20879,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20877,20877,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20886,20886,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20894,20894,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20881,20881,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20884,20884,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20890,20890,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20889,20889,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20893,20893,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20888,20888,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20895,20895,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20892,20892,,,,
cutiestestrun15april2021,cutiestestrun15april2021,20896,20896,,,,
cutiestestrun15april2021,cutiestestrun15april2021,,21333,,,,part 62
cutiestestrun15april2021,cutiestestrun15april2021,,21334,,,,part 63
cutiestestrun15april2021,cutiestestrun15april2021,,21335,,,,part 64
cutiestestrun15april2021,cutiestestrun15april2021,,21336,,,,part 65
cutiestestrun15april2021,cutiestestrun15april2021,,21337,,,,part 66
cutiestestrun15april2021,cutiestestrun15april2021,,21338,,,,part 67
cutiestestrun15april2021,cutiestestrun15april2021,,21339,,,,part 68
cutiestestrun15april2021,cutiestestrun15april2021,,21340,,,,part 69
cutiestestrun15april2021,cutiestestrun15april2021,,21341,,,,part 70
cutiestestrun15april2021,cutiestestrun15april2021,,21342,,,,part 71
cutiestestrun15april2021,cutiestestrun15april2021,,21343,,,,part 72
cutiestestrun15april2021,cutiestestrun15april2021,,21344,,,,part 73
,,,,,,,
cutiestestrun15april2021,IAAcuties15April2021old,20853,20853,,23133,,
cutiestestrun15april2021,IAAcuties15April2021old,20854,20854,,23135,,
cutiestestrun15april2021,IAAcuties15April2021old,20891,20891,,23137,,
cutiestestrun15april2021,IAAcuties15April2021old,20883,20883,,23472,23139,
,,,,,,,
cutiestestrun15april2021,IAAcuties15April2021new,22076,,,23134,,
cutiestestrun15april2021,IAAcuties15April2021new,22077,,,23136,,
cutiestestrun15april2021,IAAcuties15April2021new,22078,,,23138,,
cutiestestrun15april2021,IAAcuties15April2021new,22079,,,23141,,
,,,,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20728,20728,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20729,20729,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20731,20731,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20733,20733,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20734,20734,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20732,23126,,,20732,
cutiestestrun18march2021,cutiestestrun18march2021,20744,20744,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20739,20739,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20752,20752,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20735,20735,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20741,23128,,,20741,
cutiestestrun18march2021,cutiestestrun18march2021,20737,20737,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20736,20736,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20747,20747,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20745,20745,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20743,20743,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20751,20751,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20738,20738,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20740,20740,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20750,20750,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20742,23447,,,20742,
cutiestestrun18march2021,cutiestestrun18march2021,20748,20748,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20746,20746,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20755,20755,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20756,20756,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20753,20753,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20749,20749,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20754,20754,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20773,20773,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20761,20761,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20757,20757,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20759,20759,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20762,20762,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20758,20758,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20760,20760,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20763,20763,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20765,20765,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20764,23131,,,20764,
cutiestestrun18march2021,cutiestestrun18march2021,20766,20766,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20768,20768,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20772,20772,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20769,20769,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20770,20770,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20767,20767,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20771,20771,,,,
cutiestestrun18march2021,cutiestestrun18march2021,20774,20774,,,,
,,,,,,,
cutiestestrun18march2021,IAAcuties18March2021old,20732,20732,,23126,,
cutiestestrun18march2021,IAAcuties18March2021old,20741,20741,,23128,,
cutiestestrun18march2021,IAAcuties18March2021old,20742,20742,,23447,23130,
cutiestestrun18march2021,IAAcuties18March2021old,20764,20764,,23131,,
,,,,,,,
cutiestestrun18march2021,IAAcuties18Mar2021new,22001,,,23127,,
cutiestestrun18march2021,IAAcuties18Mar2021new,22075,,,23129,,
cutiestestrun18march2021,IAAcuties18Mar2021new,22074,,,23287,,
cutiestestrun18march2021,IAAcuties18Mar2021new,22000,,,23132,,
,,,,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20478,20478,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20479,20479,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20481,20481,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20485,20485,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20480,20480,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20482,20482,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20483,20483,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20490,20490,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20487,23106,,,20487,
cutiestestrun4march2021,cutiestestrun4march2021,20491,20491,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20484,20484,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20496,20496,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20492,20492,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20486,20486,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20489,20489,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20494,20494,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20497,20497,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20493,20493,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20500,20500,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20488,20488,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20499,20499,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20495,20495,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20498,23114,,,20498,
cutiestestrun4march2021,cutiestestrun4march2021,20502,20502,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20503,20503,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20501,23120,,,20501,
cutiestestrun4march2021,cutiestestrun4march2021,20507,20507,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20511,20511,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20505,20505,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20509,20509,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20504,20504,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20506,20506,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20515,20515,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20510,20510,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20512,25903,,,"20512, 23446",
cutiestestrun4march2021,cutiestestrun4march2021,20513,20513,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20516,20516,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20508,20508,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20514,20514,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20518,20518,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20521,20521,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20534,20534,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20517,20517,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20522,20522,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20519,20519,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20520,20520,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20524,20524,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20532,20532,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20531,20531,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20530,20530,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20523,20523,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20525,20525,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20529,20529,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20528,20528,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20533,20533,,,,
,,,,,,,
cutiestestrun4march2021,IAAcuties4March2021old,20487,20487,,23106,,
cutiestestrun4march2021,IAAcuties4March2021old,20498,20498,,23114,,
cutiestestrun4march2021,IAAcuties4March2021old,20501,20501,,23120,,
cutiestestrun4march2021,IAAcuties4March2021old,20512,20512,,23446,20512,
,,,,,,,
cutiestestrun4march2021,IAAcuties4March2021new,21996,,,23111,,
cutiestestrun4march2021,IAAcuties4March2021new,21997,,,23117,,
cutiestestrun4march2021,IAAcuties4March2021new,21998,,,23122,,
cutiestestrun4march2021,IAAcuties4March2021new,21999,,,23125,,
,,,,,,,
cutiestestrun18february2021,cutiestestrun18february2021,20299,20299,,,,
cutiestestrun18february2021,cutiestestrun18february2021,20301,20301,,,,
cutiestestrun18february2021,cutiestestrun18february2021,20307,20307,,,,
cutiestestrun18february2021,cutiestestrun18february2021,20304,20304,,,,
cutiestestrun18february2021,cutiestestrun18february2021,20312,25480,,,20312,
cutiestestrun18february2021,cutiestestrun18february2021,20302,23009,,,20302,
cutiestestrun18february2021,cutiestestrun18february2021,20305,20305,,,,
cutiestestrun18february2021,cutiestestrun18february2021,20308,20308,,,,
cutiestestrun18february2021,cutiestestrun18february2021,20311,20311,,,,
cutiestestrun18february2021,cutiestestrun18february2021,20303,20303,,,,
cutiestestrun18february2021,cutiestestrun18february2021,20317,25481,,,20317,
cutiestestrun18february2021,cutiestestrun18february2021,20315,20315,,,,
cutiestestrun18february2021,cutiestestrun18february2021,20314,20314,,,,
cutiestestrun18february2021,cutiestestrun18february2021,20310,20310,,,,
cutiestestrun18february2021,cutiestestrun18february2021,20306,20306,,,,
cutiestestrun18february2021,cutiestestrun18february2021,20309,20309,,,,
cutiestestrun18february2021,cutiestestrun18february2021,20313,20313,,,,
cutiestestrun18february2021,cutiestestrun18february2021,20320,23015,,,20320,
cutiestestrun18february2021,cutiestestrun18february2021,20316,20316,,,,
cutiestestrun18february2021,cutiestestrun18february2021,20318,20318,,,,
cutiestestrun18february2021,cutiestestrun18february2021,20321,20321,,,,
cutiestestrun18february2021,cutiestestrun18february2021,20322,20322,,,,
cutiestestrun18february2021,cutiestestrun18february2021,20319,20319,,,,
cutiestestrun18february2021,cutiestestrun18february2021,20332,20332,,,,
cutiestestrun18february2021,cutiestestrun18february2021,20324,20324,,,,
cutiestestrun18february2021,cutiestestrun18february2021,20325,22748,,,20325,
cutiestestrun18february2021,cutiestestrun18february2021,20331,20331,,,,
cutiestestrun18february2021,cutiestestrun18february2021,20335,20335,,,,
cutiestestrun18february2021,cutiestestrun18february2021,20327,20327,,,,
cutiestestrun18february2021,cutiestestrun18february2021,20323,23445,,,20323,
cutiestestrun18february2021,cutiestestrun18february2021,20326,20326,,,,
cutiestestrun18february2021,cutiestestrun18february2021,20333,20333,,,,
cutiestestrun18february2021,cutiestestrun18february2021,20328,25485,,,20328,
cutiestestrun18february2021,cutiestestrun18february2021,20329,20329,,,,
cutiestestrun18february2021,cutiestestrun18february2021,20330,20330,,,,
cutiestestrun18february2021,cutiestestrun18february2021,20334,20334,,,,
cutiestestrun18february2021,cutiestestrun18february2021,20337,20337,,,,
cutiestestrun18february2021,cutiestestrun18february2021,20339,20339,,,,
cutiestestrun18february2021,cutiestestrun18february2021,20338,20338,,,,
cutiestestrun18february2021,cutiestestrun18february2021,20336,20336,,,,
cutiestestrun18february2021,cutiestestrun18february2021,20341,20341,,,,
cutiestestrun18february2021,cutiestestrun18february2021,20340,20340,,,,
cutiestestrun18february2021,cutiestestrun18february2021,20343,20343,,,,
cutiestestrun18february2021,cutiestestrun18february2021,20342,20342,,,,
,,,,,,,
cutiestestrun18february2021,IAAcuties18February2021old,20302,20302,,23009,,
cutiestestrun18february2021,IAAcuties18February2021old,20320,20320,,23015,,
cutiestestrun18february2021,IAAcuties18February2021old,22748,22748,,22748,,
cutiestestrun18february2021,IAAcuties18February2021old,20323,20323,,23445,23024,
,,,,,,,
cutiestestrun18february2021,IAAcuties18February2021new,22058,,,23013,,
cutiestestrun18february2021,IAAcuties18February2021new,22059,,,23018,,
cutiestestrun18february2021,IAAcuties18February2021new,22060,,,23021,,
cutiestestrun18february2021,IAAcuties18February2021new,21995,,,23027,,
,,,,,,,
cutiestestrun28january2021,cutiestestrun28january2021,19878,19878,,,,
cutiestestrun28january2021,cutiestestrun28january2021,19891,19891,,,,
cutiestestrun28january2021,cutiestestrun28january2021,19880,19880,,,,
cutiestestrun28january2021,cutiestestrun28january2021,19881,19881,,,,
cutiestestrun28january2021,cutiestestrun28january2021,19890,19890,,,,
cutiestestrun28january2021,cutiestestrun28january2021,19883,19883,,,,
cutiestestrun28january2021,cutiestestrun28january2021,19882,19882,,,,
cutiestestrun28january2021,cutiestestrun28january2021,19884,22967,,,19884,
cutiestestrun28january2021,cutiestestrun28january2021,19888,19888,,,,
cutiestestrun28january2021,cutiestestrun28january2021,19889,19889,,,,
cutiestestrun28january2021,cutiestestrun28january2021,19879,19879,,,,
cutiestestrun28january2021,cutiestestrun28january2021,19886,19886,,,,
cutiestestrun28january2021,cutiestestrun28january2021,19887,19887,,,,
cutiestestrun28january2021,cutiestestrun28january2021,19904,22969,,,19904,
cutiestestrun28january2021,cutiestestrun28january2021,19893,19893,,,,
cutiestestrun28january2021,cutiestestrun28january2021,19885,19885,,,,
cutiestestrun28january2021,cutiestestrun28january2021,19897,19897,,,,
cutiestestrun28january2021,cutiestestrun28january2021,19894,19894,,,,
cutiestestrun28january2021,cutiestestrun28january2021,19902,19902,,,,
cutiestestrun28january2021,cutiestestrun28january2021,19892,19892,,,,
cutiestestrun28january2021,cutiestestrun28january2021,19907,23554,,,19907,
cutiestestrun28january2021,cutiestestrun28january2021,19900,19900,,,,
cutiestestrun28january2021,cutiestestrun28january2021,19906,19906,,,,
cutiestestrun28january2021,cutiestestrun28january2021,19909,19909,,,,
cutiestestrun28january2021,cutiestestrun28january2021,19896,19896,,,,
cutiestestrun28january2021,cutiestestrun28january2021,19899,19899,,,,
cutiestestrun28january2021,cutiestestrun28january2021,19898,19898,,,,
cutiestestrun28january2021,cutiestestrun28january2021,19895,19895,,,,
cutiestestrun28january2021,cutiestestrun28january2021,19917,19917,,,,
cutiestestrun28january2021,cutiestestrun28january2021,19910,19910,,,,
cutiestestrun28january2021,cutiestestrun28january2021,19901,19901,,,,
cutiestestrun28january2021,cutiestestrun28january2021,19908,19908,,,,
cutiestestrun28january2021,cutiestestrun28january2021,19903,19903,,,,
cutiestestrun28january2021,cutiestestrun28january2021,19938,19938,,,,
cutiestestrun28january2021,cutiestestrun28january2021,19905,23256,,,19905,
cutiestestrun28january2021,cutiestestrun28january2021,19914,19914,,,,
cutiestestrun28january2021,cutiestestrun28january2021,19911,19911,,,,
cutiestestrun28january2021,cutiestestrun28january2021,19912,19912,,,,
cutiestestrun28january2021,cutiestestrun28january2021,19913,19913,,,,
cutiestestrun28january2021,cutiestestrun28january2021,19915,19915,,,,
cutiestestrun28january2021,cutiestestrun28january2021,19918,19918,,,,
cutiestestrun28january2021,cutiestestrun28january2021,19916,19916,,,,
,,,,,,,
cutiestestrun28january2021,IAAcuties28January2021old,19884,19884,,22967,,
cutiestestrun28january2021,IAAcuties28January2021old,19904,19904,,22969,,
cutiestestrun28january2021,IAAcuties28January2021old,19907,19907,,23554,22973,
cutiestestrun28january2021,IAAcuties28January2021old,19905,19905,,23256,,
,,,,,,,
cutiestestrun28january2021,IAAcuties28January2021new,22054,,,22968,,
cutiestestrun28january2021,IAAcuties28January2021new,22055,,,22971,,
cutiestestrun28january2021,IAAcuties28January2021new,22056,,,23470,22975/23441,
cutiestestrun28january2021,IAAcuties28January2021new,22057,,,23444,23259,
,,,,,,,
cutiestestrun14January2021,cutiestestrun14January2021,19739,19739,,,,
cutiestestrun14January2021,cutiestestrun14January2021,19738,19738,,,,
cutiestestrun14January2021,cutiestestrun14January2021,19737,19737,,,,
cutiestestrun14January2021,cutiestestrun14January2021,19746,19746,,,,
cutiestestrun14January2021,cutiestestrun14January2021,19740,22947,,,19740,
cutiestestrun14January2021,cutiestestrun14January2021,19753,19753,,,,
cutiestestrun14January2021,cutiestestrun14January2021,19750,19750,,,,
cutiestestrun14January2021,cutiestestrun14January2021,19741,19741,,,,
cutiestestrun14January2021,cutiestestrun14January2021,19754,19754,,,,
cutiestestrun14January2021,cutiestestrun14January2021,19752,19752,,,,
cutiestestrun14January2021,cutiestestrun14January2021,19744,19744,,,,
cutiestestrun14January2021,cutiestestrun14January2021,19745,19745,,,,
cutiestestrun14January2021,cutiestestrun14January2021,19761,19761,,,,
cutiestestrun14January2021,cutiestestrun14January2021,19742,19742,,,,
cutiestestrun14January2021,cutiestestrun14January2021,19743,19743,,,,
cutiestestrun14January2021,cutiestestrun14January2021,19747,19747,,,,
cutiestestrun14January2021,cutiestestrun14January2021,19748,19748,,,,
cutiestestrun14January2021,cutiestestrun14January2021,19756,19756,,,,
cutiestestrun14January2021,cutiestestrun14January2021,19757,19757,,,,
cutiestestrun14January2021,cutiestestrun14January2021,19749,19749,,,,
cutiestestrun14January2021,cutiestestrun14January2021,19758,19758,,,,
cutiestestrun14January2021,cutiestestrun14January2021,19755,19755,,,,
cutiestestrun14January2021,cutiestestrun14January2021,19768,22950,,,19768,
cutiestestrun14January2021,cutiestestrun14January2021,19760,19760,,,,
cutiestestrun14January2021,cutiestestrun14January2021,19763,19763,,,,
cutiestestrun14January2021,cutiestestrun14January2021,19764,19764,,,,
cutiestestrun14January2021,cutiestestrun14January2021,19759,19759,,,,
cutiestestrun14January2021,cutiestestrun14January2021,19769,19769,,,,
cutiestestrun14January2021,cutiestestrun14January2021,19777,19777,,,,
cutiestestrun14January2021,cutiestestrun14January2021,19767,19767,,,,
cutiestestrun14January2021,cutiestestrun14January2021,19776,19776,,,,
cutiestestrun14January2021,cutiestestrun14January2021,19775,23440,,,19775,
cutiestestrun14January2021,cutiestestrun14January2021,19762,19762,,,,
cutiestestrun14January2021,cutiestestrun14January2021,19774,19774,,,,
cutiestestrun14January2021,cutiestestrun14January2021,19765,22954,,,19765,
cutiestestrun14January2021,cutiestestrun14January2021,19771,19771,,,,
cutiestestrun14January2021,cutiestestrun14January2021,19766,19766,,,,
cutiestestrun14January2021,cutiestestrun14January2021,19773,19773,,,,
cutiestestrun14January2021,cutiestestrun14January2021,19772,19772,,,,
,,,,,,,
cutiestestrun14January2021,IAAcuties14January2021old,19740,19740,,22947,,
cutiestestrun14January2021,IAAcuties14January2021old,19768,19768,,22950,,
cutiestestrun14January2021,IAAcuties14January2021old,19775,19775,,23440,22952,
cutiestestrun14January2021,IAAcuties14January2021old,19765,19765,,22954,,
,,,,,,,
cutiestestrun14January2021,IAAcuties14January2021new,22050,,,22948,,
cutiestestrun14January2021,IAAcuties14January2021new,22051,,,22951,,
cutiestestrun14January2021,IAAcuties14January2021new,22052,,,22953,,
cutiestestrun14January2021,IAAcuties14January2021new,22053,,,22955,,
,,,,,,,
cutiestestrun10December2020,cutiestestrun10December2020,19309,19309,,,,
cutiestestrun10December2020,cutiestestrun10December2020,19310,19310,,,,
cutiestestrun10December2020,cutiestestrun10December2020,19311,19311,,,,
cutiestestrun10December2020,cutiestestrun10December2020,19312,19312,,,,
cutiestestrun10December2020,cutiestestrun10December2020,19316,19316,,,,
cutiestestrun10December2020,cutiestestrun10December2020,19327,19327,,,,
cutiestestrun10December2020,cutiestestrun10December2020,19318,19318,,,,
cutiestestrun10December2020,cutiestestrun10December2020,19317,19317,,,,
cutiestestrun10December2020,cutiestestrun10December2020,19314,19314,,,,
cutiestestrun10December2020,cutiestestrun10December2020,19315,19315,,,,
cutiestestrun10December2020,cutiestestrun10December2020,19321,19321,,,,
cutiestestrun10December2020,cutiestestrun10December2020,19313,19313,,,,
cutiestestrun10December2020,cutiestestrun10December2020,19323,22924,,,19323,
cutiestestrun10December2020,cutiestestrun10December2020,19332,19332,,,,
cutiestestrun10December2020,cutiestestrun10December2020,19335,19335,,,,
cutiestestrun10December2020,cutiestestrun10December2020,19320,19320,,,,
cutiestestrun10December2020,cutiestestrun10December2020,19326,19326,,,,
cutiestestrun10December2020,cutiestestrun10December2020,19322,19322,,,,
cutiestestrun10December2020,cutiestestrun10December2020,19325,19325,,,,
cutiestestrun10December2020,cutiestestrun10December2020,19319,19319,,,,
cutiestestrun10December2020,cutiestestrun10December2020,19324,19324,,,,
cutiestestrun10December2020,cutiestestrun10December2020,19339,22940,,,19339,
cutiestestrun10December2020,cutiestestrun10December2020,19328,19328,,,,
cutiestestrun10December2020,cutiestestrun10December2020,19331,19331,,,,
cutiestestrun10December2020,cutiestestrun10December2020,19338,19338,,,,
cutiestestrun10December2020,cutiestestrun10December2020,19330,19330,,,,
cutiestestrun10December2020,cutiestestrun10December2020,19343,19343,,,,
cutiestestrun10December2020,cutiestestrun10December2020,19347,19347,,,,
cutiestestrun10December2020,cutiestestrun10December2020,19333,19333,,,,
cutiestestrun10December2020,cutiestestrun10December2020,19340,19340,,,,
cutiestestrun10December2020,cutiestestrun10December2020,19345,19345,,,,
cutiestestrun10December2020,cutiestestrun10December2020,19341,19341,,,,
cutiestestrun10December2020,cutiestestrun10December2020,19336,19336,,,,
cutiestestrun10December2020,cutiestestrun10December2020,19342,19342,,,,
cutiestestrun10December2020,cutiestestrun10December2020,19337,19337,,,,
cutiestestrun10December2020,cutiestestrun10December2020,19348,19348,,,,
cutiestestrun10December2020,cutiestestrun10December2020,19344,19344,,,,
cutiestestrun10December2020,cutiestestrun10December2020,19349,19349,,,,
cutiestestrun10December2020,cutiestestrun10December2020,19350,19350,,,,
cutiestestrun10December2020,cutiestestrun10December2020,19352,19352,,,,
cutiestestrun10December2020,cutiestestrun10December2020,19351,19351,,,,
cutiestestrun10December2020,cutiestestrun10December2020,19346,19346,,,,
cutiestestrun10December2020,cutiestestrun10December2020,19356,19356,,,,
cutiestestrun10December2020,cutiestestrun10December2020,19355,19355,,,,
,,,,,,,
cutiestestrun10December2020,IAAcuties10December2020old,19316,19316,,19316,,
cutiestestrun10December2020,IAAcuties10December2020old,19323,19323,,22924,,
cutiestestrun10December2020,IAAcuties10December2020old,19339,19339,,22940,,
cutiestestrun10December2020,IAAcuties10December2020old,19333,19333,,19333,,
,,,,,,,
cutiestestrun10December2020,IAAcuties10December2020new,22073,,,22920,,
cutiestestrun10December2020,IAAcuties10December2020new,22047,,,22930,,
cutiestestrun10December2020,IAAcuties10December2020new,22048,,,22943,,
cutiestestrun10December2020,IAAcuties10December2020new,22049,,,22946,,
,,,,,,,
cutiestestrun19November2020,cutiestestrun19November2020,19210,19210,,,,
cutiestestrun19November2020,cutiestestrun19November2020,19213,19213,,,,
cutiestestrun19November2020,cutiestestrun19November2020,19212,22899,,,19212,
cutiestestrun19November2020,cutiestestrun19November2020,19214,19214,,,,
cutiestestrun19November2020,cutiestestrun19November2020,19215,19215,,,,
cutiestestrun19November2020,cutiestestrun19November2020,19220,19220,,,,
cutiestestrun19November2020,cutiestestrun19November2020,19219,19219,,,,
cutiestestrun19November2020,cutiestestrun19November2020,19225,19225,,,,
cutiestestrun19November2020,cutiestestrun19November2020,19216,19216,,,,
cutiestestrun19November2020,cutiestestrun19November2020,19224,22902,,,19224,
cutiestestrun19November2020,cutiestestrun19November2020,19218,19218,,,,
cutiestestrun19November2020,cutiestestrun19November2020,19217,19217,,,,
cutiestestrun19November2020,cutiestestrun19November2020,19221,19221,,,,
cutiestestrun19November2020,cutiestestrun19November2020,19232,19232,,,,
cutiestestrun19November2020,cutiestestrun19November2020,19236,19236,,,,
